CLName,mainCLName,appName,domain,totalRecord,totalLobs,totalSizeGB,groupAvgSizeGB,groupMaxSizeGB,groupMinSizeGB,Max/Min,groupNum,groups
FXEDDH_LOB_20240101.FXEDDH_LOB_20240101,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,4642,1.0892,0.0062,0.0070,0.0051,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEDDH_LOB_20240101.FXEDDH_LOB_20240101,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,4642,1.0892,0.0062,0.0070,0.0051,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEDDH_LOB_20250101.FXEDDH_LOB_20250101,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,642,0.2129,0.0012,0.0016,0.0009,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEDDH_LOB_20250101.FXEDDH_LOB_20250101,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,642,0.2129,0.0012,0.0016,0.0009,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ.FXEJ_20220101,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,95746,0,0.0969,0.0011,0.0012,0.0010,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEDDH_LOB_20260101.FXEDDH_LOB_20260101,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,0,0,0,0,0,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEDDH_LOB_20260101.FXEDDH_LOB_20260101,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,0,0,0,0,0,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEDDH_LOB_MAX.FXEDDH_LOB_MAX,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,0,0,0,0,0,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEDDH_LOB_MIN.FXEDDH_LOB_MIN,FXEDDH_LOB.FXEDDH_LOB,FXEDDH,FXEDDH_Lob_Domain,0,0,0,0,0,0,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ.FXEJ_20230101,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,3032895,0,2.4096,0.0274,0.0282,0.0263,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_20240101,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,8037157,0,6.3500,0.0722,0.0742,0.0694,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_20250101,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,6567413,0,5.1927,0.0590,0.0609,0.0569,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_20260101,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_MAX,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_MIN,FXEJ.FXEJ,FXEJ,FXEJ_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_20220101,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,95746,0,0.1243,0.0014,0.0015,0.0013,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_20230101,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,3032895,0,3.6085,0.0410,0.0419,0.0400,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_20240101,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,8037157,0,7.8542,0.0893,0.0899,0.0886,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_20250101,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,6567413,0,7.3621,0.0837,0.0841,0.0831,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_20260101,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_MAX,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ.FXEJ_PART_MIN,FXEJ.FXEJ_PART,FXEJ,FXEJ_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
FXEJ_LOB_20220101.FXEJ_LOB_20220101,FXEJ_LOB.FXEJ_LOB,FXEJ,FXEJ_Lob_Domain,0,191492,8.8878,0.0505,0.0529,0.0480,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ_LOB_20220101.FXEJ_LOB_20220101,FXEJ_LOB.FXEJ_LOB,FXEJ,FXEJ_Lob_Domain,0,191492,8.8878,0.0505,0.0529,0.0480,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ_LOB_20230101.FXEJ_LOB_20230101,FXEJ_LOB.FXEJ_LOB,FXEJ,FXEJ_Lob_Domain,0,6065794,497.7108,2.8279,2.8686,2.7814,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ_LOB_20230101.FXEJ_LOB_20230101,FXEJ_LOB.FXEJ_LOB,FXEJ,FXEJ_Lob_Domain,0,6065794,497.7108,2.8279,2.8686,2.7814,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ_LOB_20240101.FXEJ_LOB_20240101,FXEJ_LOB.FXEJ_LOB,FXEJ,FXEJ_Lob_Domain,0,16074314,812.1253,4.6143,4.6792,4.5431,1.0300,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
FXEJ_LOB_20240101.FXEJ_LOB_20240101,FXEJ_LOB.FXEJ_LOB,FXEJ,FXEJ_Lob_Domain,0,16074314,812.1253,4.6143,4.6792,4.5431,1.0300,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
