CLName,mainCLName,appName,domain,totalRecord,totalLobs,totalSizeGB,groupAvgSizeGB,groupMaxSizeGB,groupMinSizeGB,Max/Min,groupNum,groups
ARMS.ARMS_20230101,ARMS.ARMS,ARMS,ARMS_Meta_Domain,159,0,0.0162,0.0002,0.0002,0.0002,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_20240101,ARMS.ARMS,ARMS,ARMS_Meta_Domain,1723,0,0.0174,0.0002,0.0002,0.0002,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_20250101,ARMS.ARMS,ARMS,ARMS_Meta_Domain,4449,0,0.0195,0.0002,0.0002,0.0002,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_MAX,ARMS.ARMS,ARMS,ARMS_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_MIN,ARMS.ARMS,ARMS,ARMS_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_PART_20230101,ARMS.ARMS_PART,ARMS,ARMS_Meta_Domain,6826,0,0.0191,0.0002,0.0003,0.0002,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_PART_20240101,ARMS.ARMS_PART,ARMS,ARMS_Meta_Domain,43588,0,0.0642,0.0007,0.0008,0.0006,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_PART_20250101,ARMS.ARMS_PART,ARMS,ARMS_Meta_Domain,41144,0,0.0611,0.0007,0.0008,0.0006,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_PART_MAX,ARMS.ARMS_PART,ARMS,ARMS_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS.ARMS_PART_MIN,ARMS.ARMS_PART,ARMS,ARMS_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
ARMS_LOB_20230101.ARMS_LOB_20230101,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,13652,4.9738,0.0283,0.0300,0.0257,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_20230101.ARMS_LOB_20230101,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,13652,4.9738,0.0283,0.0300,0.0257,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_20240101.ARMS_LOB_20240101,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,87176,28.6382,0.1627,0.1678,0.1583,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_20240101.ARMS_LOB_20240101,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,87176,28.6382,0.1627,0.1678,0.1583,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_20250101.ARMS_LOB_20250101,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,82288,25.0318,0.1422,0.1466,0.1364,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_20250101.ARMS_LOB_20250101,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,82288,25.0318,0.1422,0.1466,0.1364,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_MAX.ARMS_LOB_MAX,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,0,0,0,0,0,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
ARMS_LOB_MIN.ARMS_LOB_MIN,ARMS_LOB.ARMS_LOB,ARMS,ARMS_Lob_Domain,0,0,0,0,0,0,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
BAPF.BAPF_20220101,BAPF.BAPF,BAPF,BAPF_Meta_Domain,246720,0,0.1884,0.0021,0.0022,0.0020,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_20230101,BAPF.BAPF,BAPF,BAPF_Meta_Domain,6588164,0,4.6157,0.0525,0.0539,0.0504,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_20240101,BAPF.BAPF,BAPF,BAPF_Meta_Domain,7889859,0,5.5251,0.0628,0.0645,0.0604,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_20250101,BAPF.BAPF,BAPF,BAPF_Meta_Domain,2220518,0,1.5665,0.0178,0.0184,0.0171,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_20260101,BAPF.BAPF,BAPF,BAPF_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_MAX,BAPF.BAPF,BAPF,BAPF_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_MIN,BAPF.BAPF,BAPF,BAPF_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_20220101,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,246720,0,0.2795,0.0032,0.0033,0.0030,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_20230101,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,6588164,0,7.1789,0.0816,0.0825,0.0799,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_20240101,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,7889859,0,7.6101,0.0865,0.0869,0.0860,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_20250101,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,2220518,0,2.4300,0.0276,0.0282,0.0270,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_20260101,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_MAX,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF.BAPF_PART_MIN,BAPF.BAPF_PART,BAPF,BAPF_Meta_Domain,0,0,0,0,0,0,0,88,group1$group10$group11$group12$group13$group14$group15$group16$group17$group18$group19$group2$group20$group21$group22$group23$group24$group25$group26$group27$group28$group29$group3$group30$group31$group32$group33$group34$group35$group36$group37$group38$group39$group4$group40$group41$group42$group43$group44$group45$group46$group47$group48$group49$group5$group50$group51$group52$group53$group54$group55$group56$group57$group58$group59$group6$group60$group61$group62$group63$group64$group65$group66$group67$group68$group69$group7$group70$group71$group72$group73$group74$group75$group76$group77$group78$group79$group8$group80$group81$group82$group83$group84$group85$group86$group87$group88$group9
BAPF_LOB_20220101.BAPF_LOB_20220101,BAPF_LOB.BAPF_LOB,BAPF,BAPF_Lob_Domain,0,493440,24.7359,0.1405,0.1455,0.1360,0,176,group1$group1$group10$group10$group11$group11$group12$group12$group13$group13$group14$group14$group15$group15$group16$group16$group17$group17$group18$group18$group19$group19$group2$group2$group20$group20$group21$group21$group22$group22$group23$group23$group24$group24$group25$group25$group26$group26$group27$group27$group28$group28$group29$group29$group3$group3$group30$group30$group31$group31$group32$group32$group33$group33$group34$group34$group35$group35$group36$group36$group37$group37$group38$group38$group39$group39$group4$group4$group40$group40$group41$group41$group42$group42$group43$group43$group44$group44$group45$group45$group46$group46$group47$group47$group48$group48$group49$group49$group5$group5$group50$group50$group51$group51$group52$group52$group53$group53$group54$group54$group55$group55$group56$group56$group57$group57$group58$group58$group59$group59$group6$group6$group60$group60$group61$group61$group62$group62$group63$group63$group64$group64$group65$group65$group66$group66$group67$group67$group68$group68$group69$group69$group7$group7$group70$group70$group71$group71$group72$group72$group73$group73$group74$group74$group75$group75$group76$group76$group77$group77$group78$group78$group79$group79$group8$group8$group80$group80$group81$group81$group82$group82$group83$group83$group84$group84$group85$group85$group86$group86$group87$group87$group88$group88$group9$group9
