ID      clName  TotalRecords    TotalSizes      RealSizes
100     cffe.k_cffe_subscribe   0       0.0029296875    0.0014653131365776062
101     bdp_icop_sub1.o_icop_batch_icop_ybdf_cust_acct_trn1     3595323 2.18463134765625        2.0163411991670728
102     bdp.f_sdb_pfb_acct_idtfno_map   44936916        10.7510986328125        8.711925986222923
103     bdp_sub1.f_sdb_icop_cust_acct_label_trn1        26583292        6.6602783203125 5.582721936516464
104     bdp.f_sdb_pfb_acct_froz_info    914089  7.1251220703125 0.4451144440099597
105     cffe.k_cffe_config_data 25      0.00341796875   0.0014745378866791725
106     bdp_sub2.f_sdb_icop_subst_salary_cust_agg_trn2  13260421        3.25543212890625        3.030648162588477
107     bdp_cibs.o_cibs_auth_trans_rel  488     0.02105712890625        0.0054170312359929085
108     bdp.f_sdb_eqz_klcx_interface    5       0.00616455078125        0.003088577650487423
109     migration.split_task    5135    0.002197265625  0.0019602198153734207
110     bdp_sub1.f_sdb_eqz_grkhcphzxx_trn1      18877534        3.96630859375   3.6936649549752474
111     bdp_sub2.f_sdb_judi_crd_info_trn2       3617888 2.02264404296875        1.85865936614573
112     bdp_sub1.f_sdb_fncx_tzjl_ye_dfje_trn1   18116795        3.9072265625    3.5175343826413155
113     ccdm_sub2.p_ccdm_dass_acrte_camp_cust_info_trn2 1876229 1.18060302734375        1.1149117071181536
114     bdp_sub2.f_sdb_judi_fund_info_trn2      302703  0.21722412109375        0.20931590255349874
115     bdp.f_sdb_rcms_dyxxcx_loanee    115354  0.05413818359375        0.044413916766643524
116     cffe.k_cffe_contract_param      0       0.0029296875    0.0014653131365776062
117     bdp_nhrms_o_nhrms_v_sys_organization_sub1.o_nhrms_v_sys_organization_trn1       2510    0.01129150390625        0.0061683040112257
118     bdp.f_sdb_pfb_lccp      4785291 9.93798828125   3.621838167309761
119     bdp_f_sdb_fncx_tzjl_ye_dfje_current_sub2.f_sdb_fncx_tzjl_ye_dfje_current_trn2   901561  0.31103515625   0.28889439813792706
120     bdp.f_sdb_cemp_xyk_apply        605     0.0146484375    0.006021436303853989
121     bdp_f_sdb_cemp_remote_cust_monitor_wo_m_sub2.f_sdb_cemp_remote_cust_monitor_wo_m_trn2   61917   0.03533935546875        0.026658061891794205
122     bdp_f_sdb_eqz_grkhcpmxxx_current_sub2.f_sdb_eqz_grkhcpmxxx_current_trn2 8590762 2.67877197265625        2.5530320731922984
123     bdp_f_sdb_dqd_mcht_acct_info_sub1.f_sdb_dqd_mcht_acct_info_trn1 351475  0.25665283203125        0.24366900511085987
124     sdb_event.sys_perf      4483    0.00506591796875        0.0033616293221712112
125     bdp.f_sdb_dqd_fxyj_blacklist    7468073 2.9010009765625 2.474457864649594
126     bdp_sub2.f_sdb_icop_risk_var_label_oper_mid_mark_acct_trn2      40071310        8.9525146484375 7.715379315428436
127     bdp.f_sdb_icop_eshop_loan_cust_info     22751046        156.68572998046875      10.314461030997336
128     bdp_f_sdb_icop_indi_aum_agg_sub1.f_sdb_icop_indi_aum_agg_trn1   19113921        5.35479736328125        4.950794732198119
129     bdp.f_sdb_rvbs_cust_satisfaction        1751    0.0146484375    0.008119715377688408
130     bdp.f_sdb_cemp_cust_comments    16072   0.017578125     0.011869005858898163
131     bdp_f_sdb_eqz_point_mature_info_sub1.f_sdb_eqz_point_mature_info_trn1   188     0.00732421875   0.0029924828559160233
132     bdp.f_sdb_cemp_org_remit_label  260     0.0146484375    0.005967559292912483
133     bdp_f_sdb_hpls_ismp_imageid_sub2.f_sdb_hpls_ismp_imageid_trn2   49969383        15.1126708984375        12.900914141908288
134     bdp_f_sdb_icop_75crd_cust_bill_sub1.f_sdb_icop_75crd_cust_bill_trn1     7288    0.0087890625    0.00533720850944519
135     bdp_f_sdb_eqz_cust_recmd_card_camp_app_evt_sub1.f_sdb_eqz_cust_recmd_card_camp_app_evt_trn1     25063   0.046142578125  0.042228925973176956
136     bdp.f_sdb_cemp_business_label   5171    0.0146484375    0.007948917336761951
137     bdp.f_sdb_cemp_ged_cust 867     0.0146484375    0.006164383143186569
138     bdp.f_sdb_cemp_cust_satisfaction_xyksq  1104    0.0146484375    0.007729889824986458
139     bdp.f_sdb_cemp_cnter_tran       118039  0.06988525390625        0.05778911244124174
140     bdp_f_sdb_cemp_org_remit_index_sub2.f_sdb_cemp_org_remit_index_trn2     2121    0.00732421875   0.00364068616181612
141     sdb_table_lifecycle.result_info 5       0.00616455078125        0.0029337042942643166
142     sdb_table_lifecycle.status_info 28963   0.01611328125   0.012462618760764599
143     bdp_f_sdb_eqz_cust_bury_point_sub1.f_sdb_eqz_cust_bury_point_trn1       0       0.005859375     0.0029306262731552124
144     bdp_sub2.f_sdb_icop_t_emp_trn2  13004   0.00885009765625        0.006286186166107655
145     bdp.f_sdb_cemp_credit_card_activity_index       1216    0.0146484375    0.007583209313452244
146     bdp_f_sdb_eqz_prod_ret_mend_reason_info_sub2.f_sdb_eqz_prod_ret_mend_reason_info_trn2   147112  0.1192626953125 0.11092415917664766
147     bdp_f_sdb_eqz_majoramt_cash_amort_payoff_info_sub2.f_sdb_eqz_majoramt_cash_amort_payoff_info_trn2       3422169 1.618896484375  1.543146955780685
148     bdp_f_sdb_cust_a_i_ussp_mdl_pd_aum_agg_sub1.f_sdb_cust_a_i_ussp_mdl_pd_aum_agg_trn1     1156996 0.49530029296875        0.46220098715275526
149     bdp_sub2.f_sdb_ocss_acct_qry_info_trn2  3319136 1.62115478515625        1.490039105527103
150     bdp_f_sdb_icop_cust_hold_major_amt_amort_card_sub1.f_sdb_icop_cust_hold_major_amt_amort_card_trn1       2706682 1.38226318359375        1.3393615698441863
151     bdp_f_sdb_eqz_aip_oper_paytime_predict_out_sub1.f_sdb_eqz_aip_oper_paytime_predict_out_trn1     109320  0.0521240234375 0.04417092725634575
152     sdb_table_lifecycle.structure_info      29024   0.0545654296875 0.05028921738266945
153     bdp_f_sdb_ecps_points_cust_cert_ind_sub2.f_sdb_ecps_points_cust_cert_ind_trn2   24192403        4.3822021484375 4.162054622545838
154     bdp_f_sdb_icop_bpmall_points_sub2.f_sdb_icop_bpmall_points_trn2 103270  0.04779052734375        0.04103168752044439
155     sdb_table_lifecycle.properties  61      0.007568359375  0.0029477784410119057
156     bdp_f_sdb_cemp_cust_satisfaction_wdfw_sub2.f_sdb_cemp_cust_satisfaction_wdfw_trn2       112810  0.08099365234375        0.07411243114620447
157     bdp_f_sdb_cemp_g_ci_corp_cust_belong_sub2.f_sdb_cemp_g_ci_corp_cust_belong_trn2 528131  0.1900634765625 0.17715061362832785
158     bdp_f_sdb_eqz_cust_indi_pbank_fin_prod_inf_sub2.f_sdb_eqz_cust_indi_pbank_fin_prod_inf_trn2     2082208 0.6275634765625 0.5939515484496951
159     bdp_f_sdb_icms_issued_card_bill_sub2.f_sdb_icms_issued_card_bill_trn2   3507455 1.43743896484375        1.380232852883637
160     bdp.f_sdb_icop_cust_acct_label  29972725        9.0963134765625 7.996685705147684
161     bdp_f_sdb_obsp_dsrxxlist_sub2.f_sdb_obsp_dsrxxlist_trn2 1862421 0.71173095703125        0.6708067394793034
162     bdp_f_sdb_eqz_amort_dscnt_fee_rate_info_sub2.f_sdb_eqz_amort_dscnt_fee_rate_info_trn2   0       0.005859375     0.0029306262731552124
163     bdp.f_sdb_cemp_hpls_label       5283    0.0146484375    0.009955587796866894
164     bdp.f_sdb_cemp_cust_satisfaction_defq   356     0.0146484375    0.00635884702205658
165     bdp_f_sdb_eqz_cust_recmd_card_camp_summary_info_sub1.f_sdb_eqz_cust_recmd_card_camp_summary_info_trn1   352     0.01611328125   0.0076399510726332664
166     bdp_f_sdb_eqz_grkhcphzxx_current_sub2.f_sdb_eqz_grkhcphzxx_current_trn2 2076012 0.69952392578125        0.6645175497978926
167     bdp.f_sdb_rvbs_video_business   567     0.0146484375    0.006053888238966465
168     bdp.f_sdb_cemp_login_qywy       851     0.0146484375    0.006447174586355686
169     bdp.f_sdb_cemp_credit_card_activity     593     0.0146484375    0.00671992264688015
170     bdp.f_sdb_icop_risk_agt_acct_score_info_add_bak_20240508        0       1.339599609375  0.0007983772084116936
171     bdp_f_sdb_obsp_mortgage_info_sub2.f_sdb_obsp_mortgage_info_trn2 326849  0.15411376953125        0.1419266564771533
172     bdp_f_sdb_ccbs_ismp_imageid_sub2.f_sdb_ccbs_ismp_imageid_trn2   3172294 1.72003173828125        1.6097345370799303
173     bdp.f_sdb_icop_risk_agt_acct_score_info_add     0       0.01171875      0.005861252546310425
174     bdp.f_sdb_cemp_fekd_label       1274    0.0146484375    0.006371204741299152
175     bdp_f_sdb_cemp_org_afflux_index_sub2.f_sdb_cemp_org_afflux_index_trn2   2162    0.00732421875   0.0036582928150892258
176     bdp.f_sdb_cemp_org_afflux       414     0.0146484375    0.006205515004694462
177     bdp.f_sdb_cemp_hpls_channel     4012    0.0146484375    0.006983696483075619
178     bdp_f_sdb_abs_aip_anss_cust_edu_result_sub1.f_sdb_abs_aip_anss_cust_edu_result_trn1     14728344        4.07366943359375        3.668246101588011
179     bdp_f_sdb_cust_year_bill_info_sub1.f_sdb_cust_year_bill_info_trn1       22539259        7.123046875     6.835253375582397
180     bdp.f_sdb_cemp_login_qywy_dos   363     0.0146484375    0.0065125394612550735
181     bdp_f_sdb_ibms_bcs_org_branch_amount_sub2.f_sdb_ibms_bcs_org_branch_amount_trn2 191658  0.13714599609375        0.12403183244168758
182     bdp_f_sdb_eqz_aip_mark_all_channel_out_sub1.f_sdb_eqz_aip_mark_all_channel_out_trn1     8456530 2.67333984375   2.591060862876475
183     bdp_f_sdb_eqz_events_conversion_sub1.f_sdb_eqz_events_conversion_trn1   8002291 2.5604248046875 2.4125756165012717
184     bdp_f_sdb_ocss_name_bill_info_sub1.f_sdb_ocss_name_bill_info_trn1       4283385 1.162353515625  1.0882718171924353
185     bdp_f_sdb_hpls_abs_judi_tran_sub1.f_sdb_hpls_abs_judi_tran_trn1 23905034        5.55853271484375        4.88059149030596
186     HAInstanceGroup_ltts_mysql_group.HAInstanceObjectState  312     0.00030517578125        0.00020365137606859207
187     bdp.f_sdb_cemp_survey_respondent_cnt    116     0.02105712890625        0.008981840685009956
188     bdp_f_sdb_eqz_noowe_amt_ovdue_already_info_sub2.f_sdb_eqz_noowe_amt_ovdue_already_info_trn2     3511106 1.027587890625  0.9563237447291613
189     bdp_ltts.o_ltts_kcda_pngzdz     23188220        8.970703125     7.670781020075083
190     bdp_ltts.o_ltts_kcep_zkpzzl     70      0.00726318359375        0.003132220357656479
191     bdp_espm_2023.o_espm_pm_serial_syn_his_2023_02  0       0.01171875      0.005861252546310425
192     HAInstanceGroup_bdp_mysql_group.HASQLLog        36166   0.01226806640625        0.011848900467157364
193     HAInstanceGroup_bdp_mysql_group.HAInstanceObjectState   3801    0.0015869140625 0.0011967774480581284
194     HAInstanceGroup_event_mysql_group.HASQLLog      5913    0.00250244140625        0.00230281800031662
195     bdp_uaps.o_uaps_t_mcht_statistics       67556359        20.0791015625   18.08382828347385
196     HAInstanceGroup_ltts_mysql_group.HAInstanceState        3       0.00042724609375        0.0001837015151977539
197     HAInstanceGroup_ltts_mysql_group.HAPendingObject        0       0.00042724609375        0.0002330932766199112
198     HAInstanceGroup_bdp_mysql_group.HAPendingObject 0       0.00048828125   0.0003491342067718506
199     HAInstanceGroup_ltts_mysql_group.HASQLLog       31173   0.00946044921875        0.009053150191903114
200     bdp_ltts.o_ltts_kdpa_zhxinx     31348996        26.19439697265625       21.160124867223203
201     bdp_ltts.o_ltts_kdpl_kaixhu     12809777        7.4271240234375 6.158117741346359
202     HAInstanceGroup_event_mysql_group.HAInstanceObjectState 291     0.00030517578125        0.00020541436970233917
203     bdp_202311.f_sdb_pcrpt_hsz_nbzdzd_202311        0       0.005859375     0.0029306262731552124
204     bdp_202307.f_sdb_pcrpt_hsz_nbzdzd_202307        0       0.005859375     0.0029306262731552124
205     HAInstanceGroup_event_mysql_group.HAPendingObject       0       0.00042724609375        0.0002185571938753128
206     bdp_202007.f_sdb_pcrpt_hsz_nbzdzd_202007        0       0.005859375     0.0029306262731552124
207     bdp_202303.f_sdb_pcrpt_hsz_nbzdzd_202303        0       0.005859375     0.0029306262731552124
208     HAInstanceGroup_event_mysql_group.HAObjectState 97      0.00030517578125        0.00014659203588962555
209     bdp.f_sdb_ylsj_xyt_apprv        979058  0.36370849609375        0.33398028649389744
210     HAInstanceGroup_event_mysql_group.HASQLIDGenerator      1       0.00018310546875        0.00006117857992649078
211     qrtc_event.rt_s_o_d_ltts_kcdb_hkdjxx    3345094 1.6239013671875 1.4419238893315196
212     qrtc_event.rt_s_o_d_ltts_kdpa_zhduiz    46315373        41.68475341796875       39.67250191792846
213     bdp_2025.f_sdb_ecps_points_trans_detail_his_2025        0       0.0087890625    0.004395939409732819
214     bdp_202312.f_sdb_pcrpt_hsz_nbzdzd_202312        0       0.005859375     0.0029306262731552124
215     qrtc_event.rt_s_o_d_ltts_kcda_pngzdz    22810210        4.828369140625  3.941082247532904
216     qrtc_event.rt_c_c_d_pub_acct_cust_rela_info     66499819        14.40728759765625       11.688150381669402
217     qrtc_event.rt_s_o_d_ltts_kdpl_kaixhu    11268   0.01324462890625        0.011096020229160786
218     qrtc_event.rt_s_o_d_ltts_kdpa_zhjxdy    32380320        10.78076171875  9.046368757262826
219     qrtc_event.rt_c_c_d_agt_acct_info       34090484        18.2369384765625        16.92446401063353
220     qrtc_event.rt_c_c_d_pub_vouch_acct_rela_info_mid        0       0.0029296875    0.0014653131365776062
221     qrtc_event.rt_s_o_d_icop_merch_acct_info        395469  0.2108154296875 0.18915187288075686
222     qrtc_event.rt_s_o_d_ltts_kdpa_kehuzh    34005757        90.94671630859375       88.62636817991734
223     qrtc_event.rt_c_c_d_agt_cust_acct_info_1t       26805110        8.76007080078125        7.590132161974907
